    1     2     3     4     5     6     7     8     9    10    11    12    13    14    15 
    1 1.00000000 0.76407696 0.77472752 1.53365787 0.00000000 0.00000000 1.68647450 2.05331447 0.31884006 2.23484772 0.81358792 0.00000000 0.00000000 1.52627829 1.32451598
    2 1.00000000 0.39152275 1.90010414 2.43825018 2.06037232 2.12828374 1.40446561 0.59784540 1.88277420 0.36563206 2.57462020 0.00000000 0.02332090 0.71281824 1.18317355
    3 1.00000000 1.33712679 1.02869402 0.44164774 1.57702573 1.20770161 0.00000000 0.04537302 2.17755628 0.13629662 0.00000000 1.91648157 1.02408796 1.50959337 0.16783068
    4 1.00000000 1.68952282 0.00000000 0.00000000 0.00000000 2.43536386 1.66906950 2.11084440 0.87818750 0.00000000 0.75932789 0.00000000 2.33904338 0.00000000 0.41543442
    5 1.00000000 0.96803737 1.70782815 0.46017896 2.66328698 1.74131613 0.00000000 0.00000000 2.13940367 0.43382499 2.13652162 2.56429583 0.77267426 0.00000000 0.00000000
    6 1.00000000 0.71003079 2.13841179 0.00000000 2.02072344 0.00000000 0.00000000 0.00000000 0.00000000 1.25868341 1.95373793 0.07245027 0.00000000 0.51462610 2.11655856
    7 1.00000000 1.05325939 2.29230176 2.17366576 2.14800350 2.45707967 0.59092208 1.95274919 1.26289295 0.00000000 1.33936845 1.18604625 0.00000000 1.93201408 2.44417165
    8 1.00000000 0.00000000 2.44238355 1.79406374 1.47568796 0.35310866 0.00000000 1.25445775 0.44075451 1.50359007 1.56420636 0.00000000 1.31181911 0.00000000 2.57050720
    9 1.00000000 0.16422301 1.87341875 1.94948658 0.10866143 0.00000000 0.09848882 1.29357817 0.00000000 0.00000000 2.08615148 0.26524362 0.50611418 1.00457896 1.38266265
   10 1.00000000 0.00000000 1.80920287 1.72556863 0.16525438 0.00000000 0.81779007 0.00000000 1.27002368 2.40711683 1.70453216 0.00000000 0.81336320 0.00000000 1.62116518
   11 1.00000000 0.00000000 0.00000000 2.20877621 1.90996520 2.16145238 1.38432449 2.45503465 1.35987949 0.42878383 0.79703425 0.00000000 0.31113244 0.21196521 0.00000000
   12 1.00000000 1.59501044 0.96640430 0.00000000 1.35647327 0.00000000 0.00000000 2.24009988 0.00000000 1.19292269 0.00000000 2.61416280 0.00000000 0.09455285 0.00000000
   13 1.00000000 0.10755314 1.16191728 1.70176935 2.28703971 0.00000000 1.67900644 0.08282494 1.87830408 1.52159433 1.86000898 0.10775914 0.54533253 0.82220024 1.55318907
   14 1.00000000 0.00000000 0.33204700 2.52346308 1.78087039 0.00000000 0.00000000 0.12112497 0.15462375 1.64462022 0.00000000 0.70749377 0.00000000 0.13371986 0.00000000
